rank,har_id,har_alt_id,surfaced,is_disease_gene,chrom,start,end,gene,gene_distance,gene_confidence,gene_assignment_method,total_score,width,phylop_mean,phylop_max,gene_conf_num,gene_n_disorders,plac_gene,plac_type,plac_atac,gwas_trait,gwas_snp,gwas_pval,gwas_distance,gwas_mapped_trait,gwas_study,gwas_pubmed,brain_dnase_overlap,brain_dnase_peak,temporal_gene,gene_peak_pcw,gene_midfetal_frac,gene_in_midfetal,n_substitutions,n_indels,aln_length,subst_rate,n_motifs_human,n_motifs_chimp,n_motif_gained,n_motif_lost,motif_disruption,motif_tfs,score_constraint,score_acceleration,score_gene,score_disease,score_brain,score_temporal,score_motif,contrib_constraint,contrib_acceleration,contrib_gene,contrib_disease,contrib_brain,contrib_temporal,contrib_motif
417,HAR_558,HARsv2_0527,new,False,chr12,72234129,72234415,TRHDE,37955,,nearest_tss,0.1885206198379982,286,2.3472413589119765,8.890999794006348,0,0,,,,Depressive symptoms,rs59211589,2e-10,20305,depressive symptom measurement,Multivariate genome-wide analyses of the well-being spectrum.,30643256,False,,TRHDE,21.0,0.5290039805364863,True,4,1,286,0.014035087719298246,79,79,4,4,8,-OLIG1;-BHLHE23;+CEBPA;+CEBPG;+NFIL3;+PHOX2B;-SPIC;-ZNF680,0.2339806536239853,0.029767968307866443,0.2886135,0.03642933133628608,0.0,0.5290039805364863,0.08080808080808081,0.04211651765231735,0.0020837577815506513,0.06349497000000001,0.008014452893982936,0.0,0.06877051746974322,0.004040404040404041
418,HAR_1400,HARsv2_1331,new,False,chr2,22434965,22435036,LINC01884,101443,,nearest_tss,0.18739985845219242,71,3.273265348748916,8.902999877929688,0,0,,,,Externalizing behaviour (multivariate analysis),rs13418451,8e-11,7649,"social inhibition quality, attention deficit-hyperactivity disorder, substance abuse",Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.,34446935,False,,LINC01884,,0.0,False,4,0,71,0.056338028169014086,29,14,25,10,35,-Arid3a;+Arx;+BARX1;+BSX;+DLX1;+Dlx3;+Dlx4;+DLX6;+EN2;+GBX1;+GBX2;+HESX1;+Hmx2;+HOXA7;-ISL2;+LBX2;+LHX2;+Lhx3;+LHX9;+MSX1;+MSX2;+Msx3;-NKX2-3;-NKX2-4;-NKX2-5;-NKX2-8;-Nkx3-1;-Nkx3-2;+Nobox;+Nr2e3;-POU4F1;-POU4F3;+RAX;+RAX2;+SHOX,0.3956680415343881,0.1194911403907315,0.2695671,0.14015318850856223,0.0,0.0,0.35353535353535354,0.07122024747618985,0.008364379827351205,0.059304762000000004,0.03083370147188369,0.0,0.0,0.017676767676767676
419,HAR_2099,HARsv2_1992,new,False,chr3,193788781,193788983,LINC02038,55027,,nearest_tss,0.18710434393895514,202,3.9893766702019895,8.866999626159668,0,0,,,,Educational attainment,rs687610,1e-08,9010,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,LINC02038,,0.0,False,4,0,202,0.019801980198019802,62,65,4,7,11,+Tfcp2l1;+ZNF143;-TEAD3;-TFAP2B;-TFAP2A;-TFAP4;-DPRX;-HIC2;+MYB;-TAL1::TCF3;+ZNF76,0.5207038616530469,0.04199936122644523,0.28349189999999996,0.102336,0.0,0.0,0.1111111111111111,0.09372669509754844,0.0029399552858511663,0.06236821799999999,0.02251392,0.0,0.0,0.005555555555555556
421,HAR_870,HARsv2_0820,new,False,chr14,83129126,83129359,LINC02301,486495,,nearest_tss,0.18553802663239116,233,1.3865473481688468,6.331999778747559,0,0,,,,Educational attainment,rs2210174,1e-08,4308,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,True,AG80295,LINC02301,,0.0,False,4,0,233,0.017167381974248927,52,50,5,3,8,-BCL6B;+EGR2;+ZNF8;-TEF;+Lhx3;+Stat2;+ZNF211;-ZNF530,0.06623974530736915,0.03641146338086668,0.15405149999999998,0.13242879999999999,0.8,0.0,0.08080808080808081,0.011923154155326446,0.0025488024366606674,0.03389133,0.029134335999999997,0.10400000000000001,0.0,0.004040404040404041
424,HAR_1905,HARsv2_1808,new,False,chr3,60305666,60305832,MIR548BB,312039,,nearest_tss,0.18498741303380764,166,3.4415724813135524,7.132999897003174,0,0,,,,Autism spectrum disorder or schizophrenia,rs1353545,1e-08,3550,"schizophrenia, autism spectrum disorder","Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.",28540026,False,,MIR548BB,,0.0,False,4,0,166,0.024096385542168676,40,80,9,49,58,-HOXD3;-HOXB1;-HOXA3;+ZNF175;-Nanog;-ALX3;-ARGFX;+ARNT::HIF1A;-Arx;-DRGX;-HOXA1;-EMX1;-EMX2;-EN1;+ERF::FOXO1;+ETV2::FOXI1;-HOXA2;-EVX1;-EVX2;+FOXO1::ELF1;+FOXO1::ELK1;+FOXO1::FLI1;-GSX1;-GSX2;-Hmx1;-Hmx3;-HOXA6;-HOXB2;-HOXB3;-HOXB5;-HOXB6;-HOXB7;-HOXC8;-ISX;-Lhx3;-Lhx4;-LHX5;-Lhx8;-LMX1A;-LMX1B;-MEOX2;-mix-a;-MIXL1;-MNX1;-NKX6-1;-NKX6-2;-NOTO;-PDX1;-POU6F1;-PRRX1;-Shox2;+SPIC;-TLX2;-UNCX;-VAX1;-VAX2;-VSX2;+ZNF317,0.42505512105903187,0.05110765643218034,0.2063883,0.13728,0.0,0.0,0.5858585858585859,0.07650992179062574,0.003577535950252624,0.045405426,0.030201600000000002,0.0,0.0,0.029292929292929294
425,HAR_1262,HARsv2_1199,new,False,chr18,39311353,39312014,MIR924,310162,,nearest_tss,0.1846542533959766,661,4.484194359130534,8.902999877929688,0,0,,,,Major depressive disorder or stroke (pleiotropy),rs2163544,7e-09,6242,"stroke disorder, major depressive disorder",Shared Genetic Liability and Causal Associations Between Major Depressive Disorder and Cardiovascular Diseases.,34859065,False,,MIR924,,0.0,False,4,5,662,0.0060882800608828,159,155,4,0,4,+MYF6;+ETV5::DRGX;+HOXC11;+MYB,0.6071009534052882,0.012913045613001424,0.20695139999999998,0.12237572077233005,0.0,0.0,0.04040404040404041,0.10927817161295188,0.0009039131929100998,0.045529308,0.026922658569912612,0.0,0.0,0.0020202020202020206
427,HAR_1072,HARsv2_1016,new,False,chr16,61568847,61569327,CDH8,467112,,nearest_tss,0.18385907727377057,480,2.0651845123984067,8.713000297546387,0,0,,,,Intelligence,rs8045367,2e-08,15389,intelligence,A General Cognitive Ability Factor for the UK Biobank.,36378351,False,,CDH8,24.0,0.6722692248779201,True,11,0,480,0.022916666666666665,176,185,7,16,23,-PAX6;-Pou5f1::Sox2;-HNF1B;+HSF2;-FOXN3;-Hmga1;+Pgr;-Alx1;-Alx4;-Ddit3::Cebpa;+ETV2::HOXB13;+FOXO1::FLI1;-Gfi1B;-HNF1A;-IRF2;-IRF3;-Nr2e3;-ONECUT3;+PRDM1;+Stat2;-TBP;-ZKSCAN1;+ZNF317,0.18473243191964805,0.04860551075268817,0.1598664,0.05919584056933878,0.0,0.6722692248779201,0.23232323232323232,0.033251837745536646,0.0034023857526881726,0.035170608,0.013023084925254532,0.0,0.0873949992341296,0.011616161616161616
428,HAR_1536,HARsv2_1459,new,False,chr2,141790173,141790223,LRP1B,340794,,nearest_tss,0.183713215252227,50,1.9542400223575533,6.328999996185303,0,0,,,,Cognitive performance (MTAG),rs11679837,4e-08,10926,cognitive function measurement,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,LRP1B,12.0,0.6172179096350956,True,4,1,51,0.08,3,3,0,0,0,,0.16536109273769448,0.1696774193548387,0.1977618,0.08329488614564022,0.0,0.6172179096350956,0.0,0.029764996692785005,0.01187741935483871,0.043507595999999996,0.01832487495204085,0.0,0.08023832825256243,0.0
429,HAR_2418,ZOOHAR.203,new,False,chr5,107147678,107147809,LINC01950,136664,,nearest_tss,0.18323292654307022,131,4.105128654408038,8.878999710083008,0,0,,,,Educational attainment,rs7714719,9e-13,15418,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,LINC01950,,0.0,False,4,0,131,0.030534351145038167,25,31,1,7,8,+FOXN3;-CDX2;-Hoxa13;-HOXB13;-Gli1;-Gli2;-Hoxd13;-Runx1,0.5409146080020889,0.06476237379955677,0.2590008,0.0923379586196419,0.0,0.0,0.08080808080808081,0.097364629440376,0.004533366165968974,0.056980175999999993,0.02031435089632122,0.0,0.0,0.004040404040404041
430,HAR_1907,HARsv2_1810,new,False,chr3,60347185,60347333,MIR548BB,270538,,nearest_tss,0.18307114016486387,148,4.991395534885328,8.890999794006348,0,0,,,,Schizophrenia,rs926143,3e-08,23374,schizophrenia,Gene-level analysis reveals the genetic aetiology and therapeutic targets of schizophrenia.,39753749,False,,MIR548BB,,0.0,False,3,0,148,0.02027027027027027,38,43,2,7,9,+FOXN3;-CDX1;-CDX2;-CDX4;-Foxj3;-HOXA10;-HOXD9;-PBX2;+ZNF354A,0.6956602500897276,0.04299258936355711,0.21883860000000002,0.00978576067186066,0.0,0.0,0.09090909090909091,0.12521884501615096,0.0030094812554489984,0.048144492000000004,0.0021528673478093453,0.0,0.0,0.004545454545454546
434,HAR_2301,HARsv2_2187,new,False,chr4,181350707,181351729,LINC02500,85678,,nearest_tss,0.18213365962928935,1022,4.0222653346930635,8.902999877929688,0,0,,,,Educational attainment,rs13102450,2e-10,19280,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,LINC02500,,0.0,False,18,1,1022,0.01762977473065622,267,258,19,10,29,+Spz1;+BCL6B;+ZNF136;-ZNF418;+ZNF213;+ZNF35;+Hoxa13;-FOXA1;+GATA1::TAL1;+GLIS1;+HOXC12;+HOXC13;+Hoxd13;-IRF7;+NFATC4;+NR5A1;+NR6A1;-POU2F3;-POU3F1;-POU5F1;+SMAD2;-STAT1::STAT2;+ZBTB12;-ZNF282;+ZNF331;+ZNF384;-ZNF530;-ZNF684;+ZNF740,0.5264463503053763,0.037392183501311176,0.2742966,0.044382486739841624,0.0,0.0,0.29292929292929293,0.09476034305496774,0.0026174528450917827,0.060345252,0.009764147082765157,0.0,0.0,0.014646464646464647
436,HAR_1070,HARsv2_1014,new,False,chr16,61516053,61516277,CDH8,520162,,nearest_tss,0.18126707649761864,224,2.075757627727605,6.186999797821045,0,0,,,,Educational attainment,rs2407902,3e-10,20524,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,CDH8,24.0,0.6722692248779201,True,9,0,224,0.04017857142857143,76,52,27,3,30,+Arid3a;+Arx;+BARX1;+BSX;-HOXB13;+DLX1;+Dlx3;+Dlx4;+DLX6;+GBX2;+HESX1;+Hmx1;+Hmx2;+Hmx3;+HOXA7;+HOXC12;+LBX2;+Lef1;+LHX2;+MSX1;+MSX2;+Msx3;+Nfat5;+Nobox;-Prdm15;+RAX;+RAX2;+SHOX;-TBP;+ZNF680,0.18657853895188004,0.0852174539170507,0.14395139999999998,0.034099524211099824,0.0,0.6722692248779201,0.30303030303030304,0.0335841370113384,0.005965221774193549,0.03166930799999999,0.007501895326441962,0.0,0.0873949992341296,0.015151515151515152
438,HAR_2932,HARsv2_2797,new,False,chr8,40901027,40901225,ZMAT4,3201,,nearest_tss,0.18056436370176507,198,1.9415162432710826,6.326000213623047,0,0,,,,Spherical equivalent (joint analysis main effects and education interaction),rs2137277,4e-09,23884,"refractive error, self reported educational attainment",Meta-analysis of gene-environment-wide association scans accounting for education level identifies additional loci for refractive error.,27020472,False,,ZMAT4,35.0,0.5999357510203924,False,5,0,198,0.025252525252525252,51,53,1,3,4,-ZNF547;-ETV2::FIGLA;+ETV2::FOXI1;-TFAP4::FLI1,0.16313947145420837,0.05355979146301727,0.29903969999999996,0.007497680839742398,0.0,0.5999357510203924,0.04040404040404041,0.029365104861757505,0.0037491854024112093,0.06578873399999999,0.0016494897847433275,0.0,0.07799164763265101,0.0020202020202020206
439,HAR_167,HARsv2_0154,new,False,chr1,177363659,177363864,LINC01645,12074,,nearest_tss,0.18020787493015641,205,4.241177231338479,8.902999877929688,0,0,,,,Schizophrenia,rs4650963,1e-08,23305,schizophrenia,Common schizophrenia alleles are enriched in mutation-intolerant genes and in regions under strong background selection.,29483656,False,,LINC01645,,0.0,False,4,0,205,0.01951219512195122,117,123,5,11,16,+PLAG1;-ZNF24;-HOXD3;+ZSCAN16;+Ebf2;-GSX2;-HOXA6;-HOXB6;-HOXB7;-IRF7;-LHX5;+MEF2A;-MEOX2;-MGA::EVX1;+ZNF354A;-ZNF667,0.5646692183299314,0.041384736428009446,0.29637779999999997,0.010847999999999995,0.0,0.0,0.16161616161616163,0.10164045929938766,0.0028969315499606614,0.06520311599999999,0.002386559999999999,0.0,0.0,0.008080808080808083
441,HAR_1270,HARsv2_1207,new,False,chr18,40122371,40122669,LINC01477,56086,,nearest_tss,0.17994608470870574,298,4.1497476263757855,8.902999877929688,0,0,,,,Educational attainment,rs7505415,3e-09,16426,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,LINC01477,,0.0,False,6,0,298,0.020134228187919462,52,52,3,3,6,+ZNF766;+PGR;+Gfi1B;-Stat2;-YY2;-ZSCAN31,0.5487052539333924,0.042704048495345315,0.2831742,0.0584601298896269,0.0,0.0,0.06060606060606061,0.09876694570801063,0.0029892833946741724,0.062298323999999995,0.012861228575717918,0.0,0.0,0.0030303030303030307
445,HAR_1135,HARsv2_1077,new,False,chr16,82809498,82809956,LOC101928446,36180,,nearest_tss,0.17799470597226552,458,3.25217430150022,8.902999877929688,0,0,,,,Educational attainment,rs66513368,6e-13,9655,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,LOC101928446,,0.0,False,10,1,459,0.021834061135371178,57,60,6,9,15,-IRF9;-PROP1;-MYBL2;+ZNF136;-Hand1;+ZNF157;+Ahr::Arnt;-DMRT3;-DMRTC2;-GRHL2;+Hnf1A;+Lef1;+MEIS1;-Yy1;-ZNF214,0.3919854627077456,0.04630933934356952,0.289146,0.15003541525029038,0.0,0.0,0.15151515151515152,0.07055738328739421,0.0032416537540498665,0.06361212000000001,0.03300779135506388,0.0,0.0,0.007575757575757576
446,HAR_1973,HARsv2_1873,new,False,chr3,85333476,85333642,MIR5688,52068,,nearest_tss,0.17772760632370604,166,3.1670501352116873,6.933000087738037,0,0,,,,Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy),rs12491707,3e-09,3531,"attention deficit-hyperactivity disorder, intelligence, autism spectrum disorder","Genetic Relationships between Attention-Deficit/Hyperactivity Disorder, Autism Spectrum Disorder, and Intelligence.",35764056,False,,MIR5688,,0.0,False,5,0,166,0.030120481927710843,132,117,18,3,21,+HNF1B;+RUNX2;+RFX1;+RFX3;+BCL11A;+ZNF175;-Ahr::Arnt;+ARNT::HIF1A;+BARX2;+Bcl11B;-Dlx5;+FLI1::FOXI1;+FOXO1::ELK1;+FOXO1::ELK3;-MAFF;+MYB;+RFX2;+RFX5;+Runx1;+RUNX3;+ZNF354A,0.3771224524117951,0.06388457054022542,0.2843796,0.14638214702593885,0.0,0.0,0.21212121212121213,0.06788204143412312,0.00447191993781578,0.062563512,0.03220407234570655,0.0,0.0,0.010606060606060607
447,HAR_1071,HARsv2_1015,new,False,chr16,61564588,61564742,CDH8,471697,,nearest_tss,0.17739371228829948,154,1.8317292951462922,6.329999923706055,0,0,,,,Intelligence,rs8045367,2e-08,11130,intelligence,A General Cognitive Ability Factor for the UK Biobank.,36378351,False,,CDH8,24.0,0.6722692248779201,True,4,0,154,0.025974025974025976,35,44,2,11,13,-EWSR1-FLI1;-PHOX2A;-PROP1;-ZNF24;+FOXD3;+Foxq1;-MEIS2;-Pax7;-PBX2;-PHOX2B;-POU4F1;-POU4F2;-POU4F3,0.14397024358995186,0.05509007121910348,0.1584909,0.08542777116811245,0.0,0.6722692248779201,0.13131313131313133,0.025914643846191333,0.003856304985337244,0.034867998,0.01879410965698474,0.0,0.0873949992341296,0.006565656565656566
448,HAR_775,HARsv2_0729,new,False,chr14,32761927,32762421,NPAS3,176458,,nearest_tss,0.17618421799564613,494,2.7416424039262455,8.854000091552734,0,0,,,,Fluid intelligence score (baseline),rs2143981,2e-09,16178,intelligence,Combining cross-sectional and longitudinal genomic approaches to identify determinants of cognitive and physical decline.,40374629,False,,NPAS3,37.0,0.36741234406462686,False,5,0,494,0.010121457489878543,175,170,7,2,9,+IKZF2;-ETV2::HOXB13;+Nfat5;+Prdm4;+STAT1;+Stat4;+TCF7L2;+ZKSCAN1;-ZNF211,0.30284460904777444,0.021467284837403684,0.2470626,0.061393850702601886,0.0,0.36741234406462686,0.09090909090909091,0.0545120296285994,0.001502709938618258,0.054353772,0.013506647154572416,0.0,0.04776360472840149,0.004545454545454546
449,HAR_1989,HARsv2_1889,new,False,chr3,94318384,94318630,NSUN3,255324,,nearest_tss,0.17596638146020566,246,1.6766261101225128,6.139999866485596,0,0,,,,Educational attainment (MTAG),rs9877137,1e-08,9899,self reported educational attainment,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,NSUN3,12.0,0.619137438353765,True,5,0,246,0.02032520325203252,53,51,2,0,2,+ZNF418;+ZNF558,0.11688862462725658,0.04310910044584317,0.22340279999999998,0.09664640000000001,0.0,0.619137438353765,0.020202020202020204,0.021039952432906184,0.0030176370312090224,0.049148616,0.021262208,0.0,0.08048786698598945,0.0010101010101010103
450,HAR_2979,HARsv2_2841,new,False,chr8,84386050,84386248,RALYL,202845,,nearest_tss,0.17595068560708518,198,1.0975234478765203,6.122000217437744,0,0,,,,Intelligence (MTAG),rs117893056,4e-08,11511,intelligence,A combined analysis of genetically correlated traits identifies 187 loci and a role for neurogenesis and myelination in intelligence.,29326435,False,,RALYL,21.0,0.7163536329790081,True,5,0,198,0.025252525252525252,97,91,9,3,12,-Tfcp2l1;+RARA;+Rarb;+ETV2;+MAFG::NFE2L1;-MEIS1;-MEIS2;+NFIA;+NFIC;+NFIX;+RARA::RXRG;+Spi1,0.015775048933604797,0.05355979146301727,0.2391465,0.0798326502215817,0.0,0.7163536329790081,0.12121212121212122,0.0028395088080488636,0.0037491854024112093,0.05261223,0.017563183048747974,0.0,0.09312597228727106,0.0060606060606060615
451,HAR_1448,HARsv2_1377,new,False,chr2,59290815,59291279,LINC01793,73108,,nearest_tss,0.17562744838832398,464,3.2806719321508195,8.89900016784668,0,0,,,,Cognitive performance (MTAG),rs1861145,2e-10,2631,cognitive function measurement,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,LINC01793,,0.0,False,4,2,466,0.008620689655172414,58,63,1,6,7,-Arid3a;-RARA;-POU3F3;-SOX21;-Pgr;+PKNOX1;-TCF7L2,0.39696125978438757,0.01828420467185762,0.2780676,0.17356500802159391,0.0,0.0,0.0707070707070707,0.07145302676118975,0.0012798943270300334,0.061174872000000005,0.03818430176475066,0.0,0.0,0.0035353535353535356
452,HAR_1398,ZOOHAR.73,new,False,chr2,22236709,22236773,LINC01884,299706,,nearest_tss,0.17560218518798032,64,3.806671852013096,8.753999710083008,0,0,,,,Depressive symptoms,rs10172121,1e-08,7210,depressive symptom measurement,Multi-trait analysis of genome-wide association summary statistics using MTAG.,29292387,False,,LINC01884,,0.0,False,4,0,64,0.0625,18,28,2,12,14,-Arid3a;-DUX4;-PHOX2A;-PROP1;+BATF3;-DMRTA1;-DMRTC2;-HOXB4;-HOXC4;-HOXD4;-PBX1;-POU6F1;-POU6F2;+ZNF652,0.48880289025725304,0.13256048387096775,0.21008819999999997,0.113856,0.0,0.0,0.1414141414141414,0.08798452024630554,0.009279233870967744,0.04621940399999999,0.02504832,0.0,0.0,0.007070707070707071
455,HAR_3118,HARsv2_2972;ZOOHAR.218,new,False,chr9,23139979,23140374,LINC01239,493780,,nearest_tss,0.1746858262552271,395,3.4616916557079094,8.852999687194824,0,0,,,,Educational attainment,rs10965665,7e-12,1774,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,LINC01239,,0.0,False,9,0,395,0.02278481012658228,137,119,24,6,30,-RARA;-Rarb;+BARX1;+BSX;+DLX1;+Dlx3;+Dlx4;+DLX6;+EN2;-FLI1::DRGX;-FOXD2;+GBX1;+GBX2;+HESX1;+HNF1A;+HOXA7;+LBX2;+LHX2;+LHX9;+MSX1;+MSX2;+Msx3;+Nobox;-NR6A1;+POU4F3;-Pparg::Rxra;+RAX;+RAX2;+SHOX;+SRY,0.42856800710781584,0.04832584728460596,0.151866,0.20726700233810308,0.0,0.0,0.30303030303030304,0.07714224127940685,0.0033828093099224177,0.03341052,0.04559874051438268,0.0,0.0,0.015151515151515152
456,HAR_115,HARsv2_0100,new,False,chr1,90820841,90821197,LINC02609,30448,,nearest_tss,0.1738615827559535,356,3.720043056309026,8.902999877929688,0,0,,,,Educational attainment,rs1725373,8e-09,12449,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,LINC02609,,0.0,False,4,1,356,0.011267605633802818,146,140,8,2,10,-SREBF2;+TBX20;+TBX15;+TBX1;+TBX4;+TBX5;+EOMES;-Six3;+TBR1;+ZNF675,0.4736771658171318,0.0238982280781463,0.2908656,0.08129945405861129,0.0,0.0,0.10101010101010101,0.08526188984708373,0.0016728759654702412,0.063990432,0.017885879892894484,0.0,0.0,0.005050505050505051
457,HAR_1914,HARsv2_1817,new,False,chr3,61220311,61220344,FHIT,31109,,nearest_tss,0.17358650276293125,33,1.7739393857843948,5.815000057220459,0,0,,,,Major depressive disorder,rs7432943,1e-09,12338,major depressive disorder,Bi-ancestral depression GWAS in the Million Veteran Program and meta-analysis in >1.2 million individuals highlight new therapeutic directions.,34045744,False,,FHIT,25.0,0.2953669815158219,False,4,0,33,0.12121212121212122,13,11,10,8,18,-HNF1B;+POU2F1::SOX2;-Arid5a;+Bcl11B;+Hmx2;-HOXA4;-HOXB4;-HOXC4;-HOXD4;+MEIS2;+Pax7;+PBX2;-POU4F1;+POU4F2;-POU6F1;+Runx1;+ZNF354A;+ZNF410,0.1338799007966194,0.2570869990224829,0.29066729999999996,0.09116640000000001,0.0,0.2953669815158219,0.18181818181818182,0.02409838214339149,0.017996089931573804,0.063946806,0.020056608000000004,0.0,0.03839770759705685,0.009090909090909092
459,HAR_848,HARsv2_0798,new,False,chr14,73022096,73022250,ZFYVE1,15065,,nearest_tss,0.17292977716898206,154,1.412625619525487,6.927000045776367,0,0,,,,Educational attainment,rs67033024,1e-09,23603,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,ZFYVE1,13.0,0.612017069529764,True,5,0,154,0.032467532467532464,62,51,14,3,17,+Pou5f1::Sox2;+Sox1;+ZNF707;-Ahr::Arnt;-Alx4;+Crx;-Dlx2;+PITX1;+GSC;+GSC2;+OTX1;+PITX3;+POU4F1;+POU4F3;+Rhox11;+RHOXF1;+ZNF816,0.07079311284768124,0.06886258902387934,0.2954805,0.010058400000000007,0.0,0.612017069529764,0.1717171717171717,0.012742760312582622,0.004820381231671555,0.06500571,0.0022128480000000016,0.0,0.07956221903886931,0.008585858585858586
460,HAR_2210,HARsv2_2098,new,False,chr4,93675896,93676023,ATOH1,152730,,nearest_tss,0.1726419858350334,127,1.9967656491143995,6.2230000495910645,0,0,,,,Intelligence,rs1972860,2e-09,17407,intelligence,"Genome-wide association meta-analysis in 269,867 individuals identifies new genetic and functional links to intelligence.",29942086,False,,ATOH1,35.0,0.48804647139928037,False,6,0,127,0.047244094488188976,52,47,6,1,7,+MTF1;+FOXN3;+ZNF528;+Ahr::Arnt;+HES1;-Mecom;+SRY,0.1727862324587269,0.10020320040640082,0.254181,0.052841023394338715,0.0,0.48804647139928037,0.0707070707070707,0.03110152184257084,0.0070142240284480585,0.055919819999999995,0.011625025146754517,0.0,0.06344604128190645,0.0035353535353535356
461,HAR_159,HARsv2_0146,new,False,chr1,172224416,172224695,DNM3OS,79581,,nearest_tss,0.17203891853481484,279,2.6699122152020855,8.902999877929688,0,0,,,,Educational attainment,rs76799289,3e-10,24423,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,DNM3OS,8.0,0.38755714420813525,False,4,0,279,0.014336917562724014,48,47,6,5,11,+ZNF354C;+ZNF136;-ZNF770;+LIN54;+BACH2;-FOXJ2::ELF1;-FOXO1::FLI1;-POU4F1;-POU4F3;+ZNF274;+ZNF684,0.29032023929448986,0.030408139669325936,0.2761257,0.0043957608288214016,0.0,0.38755714420813525,0.1111111111111111,0.052257643073008175,0.002128569776852816,0.06074765399999999,0.0009670673823407083,0.0,0.05038242874705758,0.005555555555555556
462,HAR_1912,HARsv2_1815;ZOOHAR.241,new,False,chr3,60940089,60940390,FHIT,311063,,nearest_tss,0.17047409482223083,301,3.3904194970696566,8.871999740600586,0,0,,,,Educational attainment,rs62251572,4e-08,20999,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,FHIT,25.0,0.2953669815158219,False,6,0,301,0.019933554817275746,79,80,3,4,7,-Pou5f1::Sox2;-SREBF1;-POU2F1::SOX2;+ZNF35;+HOXB13;-SOX12;+TBP,0.4161236111878093,0.04227842674954453,0.2066811,0.023679326379757455,0.0,0.2953669815158219,0.0707070707070707,0.07490225001380567,0.0029594898724681173,0.045469842,0.00520945180354664,0.0,0.03839770759705685,0.0035353535353535356
464,HAR_1459,HARsv2_1388,new,False,chr2,67842684,67842897,LINC01812,17122,,nearest_tss,0.16982062515753724,213,2.4256704578541877,8.529999732971191,0,0,,,,Educational attainment,rs1820986,2e-14,5318,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,LINC01812,,0.0,False,4,2,213,0.018957345971563982,69,85,2,18,20,-OLIG2;-OLIG1;-OLIG3;-NEUROG1;-Nr1h3;-ATF2;-Atoh1;-JUN;-BHLHE23;-CREB1;-CREM;+GFI1;+Gfi1B;-JUN::JUNB;-Nr1H2;-Nr1H4;-NR2C1;-NR2C2;-THRB;-Yy1,0.2476746791387731,0.040207919278397806,0.2948634,0.21569850210027322,0.0,0.0,0.20202020202020202,0.04458144224497916,0.0028145543494878466,0.064869948,0.04745367046206011,0.0,0.0,0.010101010101010102
465,HAR_461,HARsv2_0436,new,False,chr11,115284969,115285178,LOC105369509,48399,,nearest_tss,0.1692592758288993,209,3.5819825243017154,8.902999877929688,0,0,,,,Educational attainment,rs10891825,3e-11,17274,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,LOC105369509,,0.0,False,3,0,209,0.014354066985645933,30,24,12,6,18,+BACH1;-IKZF2;-ZNF175;+Atf3;+BATF;+BATF::JUN;+Jun;+BATF3;+BNC2;+Dux;-ETV1;-ETV5::DRGX;+FOS;+FOSL1;-Ikzf3;+Zfp335;-ZNF343;+ZNF549,0.4495712603127687,0.030444513042136134,0.2854803,0.0650398089488287,0.0,0.0,0.18181818181818182,0.08092282685629835,0.0021311159129495296,0.06280566600000001,0.014308757968742314,0.0,0.0,0.009090909090909092
