rank,har_id,har_alt_id,surfaced,is_disease_gene,chrom,start,end,gene,gene_distance,gene_confidence,gene_assignment_method,total_score,width,phylop_mean,phylop_max,gene_conf_num,gene_n_disorders,plac_gene,plac_type,plac_atac,gwas_trait,gwas_snp,gwas_pval,gwas_distance,gwas_mapped_trait,gwas_study,gwas_pubmed,brain_dnase_overlap,brain_dnase_peak,temporal_gene,gene_peak_pcw,gene_midfetal_frac,gene_in_midfetal,n_substitutions,n_indels,aln_length,subst_rate,n_motifs_human,n_motifs_chimp,n_motif_gained,n_motif_lost,motif_disruption,motif_tfs,score_constraint,score_acceleration,score_gene,score_disease,score_brain,score_temporal,score_motif,contrib_constraint,contrib_acceleration,contrib_gene,contrib_disease,contrib_brain,contrib_temporal,contrib_motif
440,HAR_2804,HARsv2_2672,shared,True,chr7,70552629,70552743,AUTS2,954155,definitive,nearest_tss,0.17996187242784517,114,2.8349159209228767,7.083000183105469,5,1,,,,Fluid intelligence score (baseline),rs35284096,1e-08,19189,intelligence,Combining cross-sectional and longitudinal genomic approaches to identify determinants of cognitive and physical decline.,40374629,False,,AUTS2,12.0,0.6802702645421422,True,4,0,114,0.03508771929824561,108,95,17,4,21,-HNF1B;+BACH1;+ZSCAN21;-Ahr::Arnt;-Arid3b;+BATF3;+FOS::JUN;+FOS::JUNB;+JUNB;+FOS::JUND;+JUND;+FOSB::JUNB;+FOSL1;+FOSL1::JUN;+FOSL1::JUNB;+FOSL2::JUN;+FOSL2::JUNB;+FOSL2::JUND;-MEIS1;+SATB1;+ZNF214,0.3191305276523858,0.0744199207696661,0.045845000000000025,0.0371904,0.0,0.6802702645421422,0.21212121212121213,0.05744349497742944,0.005209394453876627,0.010085900000000005,0.008181888,0.0,0.0884351343904785,0.010606060606060607
441,HAR_1270,HARsv2_1207,new,False,chr18,40122371,40122669,LINC01477,56086,,nearest_tss,0.17994608470870574,298,4.1497476263757855,8.902999877929688,0,0,,,,Educational attainment,rs7505415,3e-09,16426,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,LINC01477,,0.0,False,6,0,298,0.020134228187919462,52,52,3,3,6,+ZNF766;+PGR;+Gfi1B;-Stat2;-YY2;-ZSCAN31,0.5487052539333924,0.042704048495345315,0.2831742,0.0584601298896269,0.0,0.0,0.06060606060606061,0.09876694570801063,0.0029892833946741724,0.062298323999999995,0.012861228575717918,0.0,0.0,0.0030303030303030307
442,HAR_1677,HARsv2_1592,shared,True,chr2,214619830,214619913,ATIC,692146,definitive,nearest_tss,0.1798469533956928,83,1.5631877431457217,6.360000133514404,5,1,,,,Major depressive disorder (broad),rs137959292,4e-08,13293,major depressive disorder,"Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.",38177345,False,,ATIC,9.0,0.5563898609693003,False,0,17,83,0.0,38,24,14,0,14,+HNF1B;+CDX1;+CDX2;+CDX4;+Hoxa13;+Hmx2;+HNF1A;+HOXA10;+Hoxd13;+HOXD9;+MEIS2;+Pax7;+POU4F2;+ZNF354A,0.09708184483904746,0.0,0.30785399999999996,0.06928614694521884,0.0,0.5563898609693003,0.1414141414141414,0.01747473207102854,0.0,0.06772787999999999,0.015242952327948145,0.0,0.07233068192600904,0.007070707070707071
443,HAR_1761,ZOOHAR.261,shared,True,chr20,43372339,43372456,HNF4A,983345,definitive,nearest_tss,0.179292901807058,117,3.709389388830953,8.866999626159668,5,2,,,,Personality traits or cognitive traits (multivariate analysis),rs6030812,4e-10,0,"neuroticism measurement, cognitive function measurement",Multivariate genetic analysis of personality and cognitive traits reveals abundant pleiotropy.,37365406,False,,HNF4A,25.0,0.26855819897239464,False,7,0,117,0.05982905982905983,30,25,8,3,11,-RXRA::VDR;-HSF2;+ZSCAN16;+EPAS1;+ARNT::HIF1A;+HIF1A;+OSR1;+OSR2;-TEAD1;+TFAP4::FLI1;+ZNF708,0.47181699406661504,0.126895505927764,0.016654999999999975,0.18795880017344074,0.0,0.26855819897239464,0.1111111111111111,0.0849270589319907,0.00888268541494348,0.003664099999999995,0.04135093603815696,0.0,0.0349125658664113,0.005555555555555556
444,HAR_3087,HARsv2_2944,shared,True,chr9,13755621,13756163,MPDZ,475929,limited,nearest_tss,0.17863823644390325,542,3.7184617754847413,8.902999877929688,2,1,,,,Personality traits or cognitive traits (multivariate analysis),rs10756503,1e-08,22520,"neuroticism measurement, cognitive function measurement",Multivariate genetic analysis of personality and cognitive traits reveals abundant pleiotropy.,37365406,False,,MPDZ,9.0,0.3170863394719264,False,11,1,543,0.02029520295202952,174,176,10,12,22,-SREBF2;-TBX20;-RARA;+PAX8;+POU2F1::SOX2;+Zfp809;-Dmbx1;+PAX1;+PAX9;-TBX3;-MEIS1;+MYB;+PAX2;-PBX2;-Prdm4;+Rfx6;-TBR1;-TBX2;+ZNF189;-ZNF416;+ZNF449;-ZNF652,0.4734010680390641,0.04304547077728842,0.15722129999999998,0.015871999999999994,0.0,0.3170863394719264,0.2222222222222222,0.08521219224703154,0.0030131829544101894,0.034588685999999993,0.0034918399999999987,0.0,0.04122122413135043,0.011111111111111112
445,HAR_1135,HARsv2_1077,new,False,chr16,82809498,82809956,LOC101928446,36180,,nearest_tss,0.17799470597226552,458,3.25217430150022,8.902999877929688,0,0,,,,Educational attainment,rs66513368,6e-13,9655,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,LOC101928446,,0.0,False,10,1,459,0.021834061135371178,57,60,6,9,15,-IRF9;-PROP1;-MYBL2;+ZNF136;-Hand1;+ZNF157;+Ahr::Arnt;-DMRT3;-DMRTC2;-GRHL2;+Hnf1A;+Lef1;+MEIS1;-Yy1;-ZNF214,0.3919854627077456,0.04630933934356952,0.289146,0.15003541525029038,0.0,0.0,0.15151515151515152,0.07055738328739421,0.0032416537540498665,0.06361212000000001,0.03300779135506388,0.0,0.0,0.007575757575757576
446,HAR_1973,HARsv2_1873,new,False,chr3,85333476,85333642,MIR5688,52068,,nearest_tss,0.17772760632370604,166,3.1670501352116873,6.933000087738037,0,0,,,,Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy),rs12491707,3e-09,3531,"attention deficit-hyperactivity disorder, intelligence, autism spectrum disorder","Genetic Relationships between Attention-Deficit/Hyperactivity Disorder, Autism Spectrum Disorder, and Intelligence.",35764056,False,,MIR5688,,0.0,False,5,0,166,0.030120481927710843,132,117,18,3,21,+HNF1B;+RUNX2;+RFX1;+RFX3;+BCL11A;+ZNF175;-Ahr::Arnt;+ARNT::HIF1A;+BARX2;+Bcl11B;-Dlx5;+FLI1::FOXI1;+FOXO1::ELK1;+FOXO1::ELK3;-MAFF;+MYB;+RFX2;+RFX5;+Runx1;+RUNX3;+ZNF354A,0.3771224524117951,0.06388457054022542,0.2843796,0.14638214702593885,0.0,0.0,0.21212121212121213,0.06788204143412312,0.00447191993781578,0.062563512,0.03220407234570655,0.0,0.0,0.010606060606060607
447,HAR_1071,HARsv2_1015,new,False,chr16,61564588,61564742,CDH8,471697,,nearest_tss,0.17739371228829948,154,1.8317292951462922,6.329999923706055,0,0,,,,Intelligence,rs8045367,2e-08,11130,intelligence,A General Cognitive Ability Factor for the UK Biobank.,36378351,False,,CDH8,24.0,0.6722692248779201,True,4,0,154,0.025974025974025976,35,44,2,11,13,-EWSR1-FLI1;-PHOX2A;-PROP1;-ZNF24;+FOXD3;+Foxq1;-MEIS2;-Pax7;-PBX2;-PHOX2B;-POU4F1;-POU4F2;-POU4F3,0.14397024358995186,0.05509007121910348,0.1584909,0.08542777116811245,0.0,0.6722692248779201,0.13131313131313133,0.025914643846191333,0.003856304985337244,0.034867998,0.01879410965698474,0.0,0.0873949992341296,0.006565656565656566
448,HAR_775,HARsv2_0729,new,False,chr14,32761927,32762421,NPAS3,176458,,nearest_tss,0.17618421799564613,494,2.7416424039262455,8.854000091552734,0,0,,,,Fluid intelligence score (baseline),rs2143981,2e-09,16178,intelligence,Combining cross-sectional and longitudinal genomic approaches to identify determinants of cognitive and physical decline.,40374629,False,,NPAS3,37.0,0.36741234406462686,False,5,0,494,0.010121457489878543,175,170,7,2,9,+IKZF2;-ETV2::HOXB13;+Nfat5;+Prdm4;+STAT1;+Stat4;+TCF7L2;+ZKSCAN1;-ZNF211,0.30284460904777444,0.021467284837403684,0.2470626,0.061393850702601886,0.0,0.36741234406462686,0.09090909090909091,0.0545120296285994,0.001502709938618258,0.054353772,0.013506647154572416,0.0,0.04776360472840149,0.004545454545454546
449,HAR_1989,HARsv2_1889,new,False,chr3,94318384,94318630,NSUN3,255324,,nearest_tss,0.17596638146020566,246,1.6766261101225128,6.139999866485596,0,0,,,,Educational attainment (MTAG),rs9877137,1e-08,9899,self reported educational attainment,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,NSUN3,12.0,0.619137438353765,True,5,0,246,0.02032520325203252,53,51,2,0,2,+ZNF418;+ZNF558,0.11688862462725658,0.04310910044584317,0.22340279999999998,0.09664640000000001,0.0,0.619137438353765,0.020202020202020204,0.021039952432906184,0.0030176370312090224,0.049148616,0.021262208,0.0,0.08048786698598945,0.0010101010101010103
450,HAR_2979,HARsv2_2841,new,False,chr8,84386050,84386248,RALYL,202845,,nearest_tss,0.17595068560708518,198,1.0975234478765203,6.122000217437744,0,0,,,,Intelligence (MTAG),rs117893056,4e-08,11511,intelligence,A combined analysis of genetically correlated traits identifies 187 loci and a role for neurogenesis and myelination in intelligence.,29326435,False,,RALYL,21.0,0.7163536329790081,True,5,0,198,0.025252525252525252,97,91,9,3,12,-Tfcp2l1;+RARA;+Rarb;+ETV2;+MAFG::NFE2L1;-MEIS1;-MEIS2;+NFIA;+NFIC;+NFIX;+RARA::RXRG;+Spi1,0.015775048933604797,0.05355979146301727,0.2391465,0.0798326502215817,0.0,0.7163536329790081,0.12121212121212122,0.0028395088080488636,0.0037491854024112093,0.05261223,0.017563183048747974,0.0,0.09312597228727106,0.0060606060606060615
451,HAR_1448,HARsv2_1377,new,False,chr2,59290815,59291279,LINC01793,73108,,nearest_tss,0.17562744838832398,464,3.2806719321508195,8.89900016784668,0,0,,,,Cognitive performance (MTAG),rs1861145,2e-10,2631,cognitive function measurement,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,LINC01793,,0.0,False,4,2,466,0.008620689655172414,58,63,1,6,7,-Arid3a;-RARA;-POU3F3;-SOX21;-Pgr;+PKNOX1;-TCF7L2,0.39696125978438757,0.01828420467185762,0.2780676,0.17356500802159391,0.0,0.0,0.0707070707070707,0.07145302676118975,0.0012798943270300334,0.061174872000000005,0.03818430176475066,0.0,0.0,0.0035353535353535356
452,HAR_1398,ZOOHAR.73,new,False,chr2,22236709,22236773,LINC01884,299706,,nearest_tss,0.17560218518798032,64,3.806671852013096,8.753999710083008,0,0,,,,Depressive symptoms,rs10172121,1e-08,7210,depressive symptom measurement,Multi-trait analysis of genome-wide association summary statistics using MTAG.,29292387,False,,LINC01884,,0.0,False,4,0,64,0.0625,18,28,2,12,14,-Arid3a;-DUX4;-PHOX2A;-PROP1;+BATF3;-DMRTA1;-DMRTC2;-HOXB4;-HOXC4;-HOXD4;-PBX1;-POU6F1;-POU6F2;+ZNF652,0.48880289025725304,0.13256048387096775,0.21008819999999997,0.113856,0.0,0.0,0.1414141414141414,0.08798452024630554,0.009279233870967744,0.04621940399999999,0.02504832,0.0,0.0,0.007070707070707071
453,HAR_1941,HARsv2_1842,shared,True,chr3,70505723,70506273,MITF,742220,definitive,nearest_tss,0.17516623672629847,550,1.869764472839029,8.61400032043457,5,3,,,,Educational attainment,rs62256287,4e-20,11227,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,MITF,25.0,0.2955803019265529,False,5,1,550,0.009107468123861567,113,114,4,5,9,+IRF9;-KLF16;-ZNF157;-Irf1;-IRF7;-SP8;+TBP;+ZNF274;+ZNF384,0.15061133345084146,0.019316646101416066,0.25778,0.213734262191552,0.0,0.2955803019265529,0.09090909090909091,0.02711004002115146,0.0013521652270991247,0.0567116,0.04702153768214144,0.0,0.03842543925045187,0.004545454545454546
454,HAR_2920,HARsv2_2785,shared,True,chr8,34281726,34282115,TTI2,768591,strong,nearest_tss,0.17506016572019908,389,2.177531930694742,8.737000465393066,4,1,,,,Bipolar disorder,rs2953928,6e-09,12860,bipolar disorder,"Genome-wide association study of more than 40,000 bipolar disorder cases provides new insights into the underlying biology.",34002096,False,,TTI2,9.0,0.5510801558803594,False,10,0,389,0.02570694087403599,92,88,9,5,14,+PAX6;-RARA::RXRA;+Sox6;-Foxn1;+SOX2;-GRHL1;-GRHL2;+MSANTD3;+Pax7;+SOX10;+SOX13;+Sox3;+Sox5;-TFCP2,0.20434872782793276,0.054523592337673114,0.17355674999999998,0.07985059505627405,0.0,0.5510801558803594,0.1414141414141414,0.036782771009027895,0.003816651463637118,0.038182484999999995,0.017567130912380293,0.0,0.07164042026444672,0.007070707070707071
455,HAR_3118,HARsv2_2972;ZOOHAR.218,new,False,chr9,23139979,23140374,LINC01239,493780,,nearest_tss,0.1746858262552271,395,3.4616916557079094,8.852999687194824,0,0,,,,Educational attainment,rs10965665,7e-12,1774,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,LINC01239,,0.0,False,9,0,395,0.02278481012658228,137,119,24,6,30,-RARA;-Rarb;+BARX1;+BSX;+DLX1;+Dlx3;+Dlx4;+DLX6;+EN2;-FLI1::DRGX;-FOXD2;+GBX1;+GBX2;+HESX1;+HNF1A;+HOXA7;+LBX2;+LHX2;+LHX9;+MSX1;+MSX2;+Msx3;+Nobox;-NR6A1;+POU4F3;-Pparg::Rxra;+RAX;+RAX2;+SHOX;+SRY,0.42856800710781584,0.04832584728460596,0.151866,0.20726700233810308,0.0,0.0,0.30303030303030304,0.07714224127940685,0.0033828093099224177,0.03341052,0.04559874051438268,0.0,0.0,0.015151515151515152
456,HAR_115,HARsv2_0100,new,False,chr1,90820841,90821197,LINC02609,30448,,nearest_tss,0.1738615827559535,356,3.720043056309026,8.902999877929688,0,0,,,,Educational attainment,rs1725373,8e-09,12449,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,LINC02609,,0.0,False,4,1,356,0.011267605633802818,146,140,8,2,10,-SREBF2;+TBX20;+TBX15;+TBX1;+TBX4;+TBX5;+EOMES;-Six3;+TBR1;+ZNF675,0.4736771658171318,0.0238982280781463,0.2908656,0.08129945405861129,0.0,0.0,0.10101010101010101,0.08526188984708373,0.0016728759654702412,0.063990432,0.017885879892894484,0.0,0.0,0.005050505050505051
457,HAR_1914,HARsv2_1817,new,False,chr3,61220311,61220344,FHIT,31109,,nearest_tss,0.17358650276293125,33,1.7739393857843948,5.815000057220459,0,0,,,,Major depressive disorder,rs7432943,1e-09,12338,major depressive disorder,Bi-ancestral depression GWAS in the Million Veteran Program and meta-analysis in >1.2 million individuals highlight new therapeutic directions.,34045744,False,,FHIT,25.0,0.2953669815158219,False,4,0,33,0.12121212121212122,13,11,10,8,18,-HNF1B;+POU2F1::SOX2;-Arid5a;+Bcl11B;+Hmx2;-HOXA4;-HOXB4;-HOXC4;-HOXD4;+MEIS2;+Pax7;+PBX2;-POU4F1;+POU4F2;-POU6F1;+Runx1;+ZNF354A;+ZNF410,0.1338799007966194,0.2570869990224829,0.29066729999999996,0.09116640000000001,0.0,0.2953669815158219,0.18181818181818182,0.02409838214339149,0.017996089931573804,0.063946806,0.020056608000000004,0.0,0.03839770759705685,0.009090909090909092
458,HAR_1026,HARsv2_0971,shared,True,chr16,7234770,7235054,RBFOX1,838015,limited,nearest_tss,0.17356522869253532,284,1.5136835343993786,8.241000175476074,2,1,,,,Depressed affect,rs9930139,1e-08,4516,"mood disorder, major depressive disorder","Meta-analysis of genome-wide association studies for neuroticism in 449,484 individuals identifies novel genetic loci and pathways.",29942085,False,,RBFOX1,12.0,0.7866334330472925,True,11,0,284,0.03873239436619718,29,39,5,15,20,-Pou5f1::Sox2;-IRF9;-HOXD3;-POU2F1::SOX2;-Hmga1;+ARNT::HIF1A;+BARX2;-ETV2::HOXB13;-HOXB4;-HOXC4;-HOXD4;-IRF4;-IRF8;+MEF2A;+ONECUT3;-POU6F1;-POU6F2;-TBP;-ZNF16;+ZNF410,0.08843821757818462,0.08215015901862789,0.048595500000000014,0.1310976,0.0,0.7866334330472925,0.20202020202020202,0.01591887916407323,0.005750511131303953,0.010691010000000003,0.028841472000000003,0.0,0.10226234629614803,0.010101010101010102
459,HAR_848,HARsv2_0798,new,False,chr14,73022096,73022250,ZFYVE1,15065,,nearest_tss,0.17292977716898206,154,1.412625619525487,6.927000045776367,0,0,,,,Educational attainment,rs67033024,1e-09,23603,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,ZFYVE1,13.0,0.612017069529764,True,5,0,154,0.032467532467532464,62,51,14,3,17,+Pou5f1::Sox2;+Sox1;+ZNF707;-Ahr::Arnt;-Alx4;+Crx;-Dlx2;+PITX1;+GSC;+GSC2;+OTX1;+PITX3;+POU4F1;+POU4F3;+Rhox11;+RHOXF1;+ZNF816,0.07079311284768124,0.06886258902387934,0.2954805,0.010058400000000007,0.0,0.612017069529764,0.1717171717171717,0.012742760312582622,0.004820381231671555,0.06500571,0.0022128480000000016,0.0,0.07956221903886931,0.008585858585858586
460,HAR_2210,HARsv2_2098,new,False,chr4,93675896,93676023,ATOH1,152730,,nearest_tss,0.1726419858350334,127,1.9967656491143995,6.2230000495910645,0,0,,,,Intelligence,rs1972860,2e-09,17407,intelligence,"Genome-wide association meta-analysis in 269,867 individuals identifies new genetic and functional links to intelligence.",29942086,False,,ATOH1,35.0,0.48804647139928037,False,6,0,127,0.047244094488188976,52,47,6,1,7,+MTF1;+FOXN3;+ZNF528;+Ahr::Arnt;+HES1;-Mecom;+SRY,0.1727862324587269,0.10020320040640082,0.254181,0.052841023394338715,0.0,0.48804647139928037,0.0707070707070707,0.03110152184257084,0.0070142240284480585,0.055919819999999995,0.011625025146754517,0.0,0.06344604128190645,0.0035353535353535356
461,HAR_159,HARsv2_0146,new,False,chr1,172224416,172224695,DNM3OS,79581,,nearest_tss,0.17203891853481484,279,2.6699122152020855,8.902999877929688,0,0,,,,Educational attainment,rs76799289,3e-10,24423,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,DNM3OS,8.0,0.38755714420813525,False,4,0,279,0.014336917562724014,48,47,6,5,11,+ZNF354C;+ZNF136;-ZNF770;+LIN54;+BACH2;-FOXJ2::ELF1;-FOXO1::FLI1;-POU4F1;-POU4F3;+ZNF274;+ZNF684,0.29032023929448986,0.030408139669325936,0.2761257,0.0043957608288214016,0.0,0.38755714420813525,0.1111111111111111,0.052257643073008175,0.002128569776852816,0.06074765399999999,0.0009670673823407083,0.0,0.05038242874705758,0.005555555555555556
462,HAR_1912,HARsv2_1815;ZOOHAR.241,new,False,chr3,60940089,60940390,FHIT,311063,,nearest_tss,0.17047409482223083,301,3.3904194970696566,8.871999740600586,0,0,,,,Educational attainment,rs62251572,4e-08,20999,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,FHIT,25.0,0.2953669815158219,False,6,0,301,0.019933554817275746,79,80,3,4,7,-Pou5f1::Sox2;-SREBF1;-POU2F1::SOX2;+ZNF35;+HOXB13;-SOX12;+TBP,0.4161236111878093,0.04227842674954453,0.2066811,0.023679326379757455,0.0,0.2953669815158219,0.0707070707070707,0.07490225001380567,0.0029594898724681173,0.045469842,0.00520945180354664,0.0,0.03839770759705685,0.0035353535353535356
463,HAR_1305,HARsv2_1240,shared,True,chr18,53021284,53021463,DCC,681088,strong,nearest_tss,0.1703973745517006,179,1.0461881084736735,7.0289998054504395,4,1,,,,Intelligence,rs72932085,2e-08,8533,intelligence,A General Cognitive Ability Factor for the UK Biobank.,36378351,False,,DCC,12.0,0.615304166928372,True,5,0,179,0.027932960893854747,33,35,9,11,20,-Spz1;-Pou5f1::Sox2;+TBXT;+PKNOX2;+TGIF1;-FERD3L;-Atoh1;-Dmrt1;-JUND;+FOXP2;-HAND2;+MXI1;-NHLH2;-Six4;-Smad4;+TBX19;+ZBTB18;+ZNF354A;-ZNF582;+ZNF680,0.006811699142848452,0.059244908992611284,0.23918399999999998,0.10142315124912096,0.0,0.615304166928372,0.20202020202020202,0.0012261058457127213,0.00414714362948279,0.05262048,0.02231309327480661,0.0,0.07998954170068837,0.010101010101010102
464,HAR_1459,HARsv2_1388,new,False,chr2,67842684,67842897,LINC01812,17122,,nearest_tss,0.16982062515753724,213,2.4256704578541877,8.529999732971191,0,0,,,,Educational attainment,rs1820986,2e-14,5318,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,LINC01812,,0.0,False,4,2,213,0.018957345971563982,69,85,2,18,20,-OLIG2;-OLIG1;-OLIG3;-NEUROG1;-Nr1h3;-ATF2;-Atoh1;-JUN;-BHLHE23;-CREB1;-CREM;+GFI1;+Gfi1B;-JUN::JUNB;-Nr1H2;-Nr1H4;-NR2C1;-NR2C2;-THRB;-Yy1,0.2476746791387731,0.040207919278397806,0.2948634,0.21569850210027322,0.0,0.0,0.20202020202020202,0.04458144224497916,0.0028145543494878466,0.064869948,0.04745367046206011,0.0,0.0,0.010101010101010102
465,HAR_461,HARsv2_0436,new,False,chr11,115284969,115285178,LOC105369509,48399,,nearest_tss,0.1692592758288993,209,3.5819825243017154,8.902999877929688,0,0,,,,Educational attainment,rs10891825,3e-11,17274,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,LOC105369509,,0.0,False,3,0,209,0.014354066985645933,30,24,12,6,18,+BACH1;-IKZF2;-ZNF175;+Atf3;+BATF;+BATF::JUN;+Jun;+BATF3;+BNC2;+Dux;-ETV1;-ETV5::DRGX;+FOS;+FOSL1;-Ikzf3;+Zfp335;-ZNF343;+ZNF549,0.4495712603127687,0.030444513042136134,0.2854803,0.0650398089488287,0.0,0.0,0.18181818181818182,0.08092282685629835,0.0021311159129495296,0.06280566600000001,0.014308757968742314,0.0,0.0,0.009090909090909092
466,HAR_111,HARsv2_0096,new,False,chr1,88158575,88158941,PKN2,525332,,nearest_tss,0.16857002718207337,366,2.904771190485131,8.89799976348877,0,0,,,,Educational attainment,rs4656013,2e-11,20101,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,PKN2,8.0,0.43580359102822486,False,4,1,367,0.01092896174863388,81,91,5,15,20,-HNF1B;-POU3F2;-POU5F1B;-DUXA;-Pgr;-PGR;+ELF1;+ELF3;-Foxl2;-FOXP2;-HNF1A;+Ikzf3;-MEIS1;-MEIS2;-MYB;-POU1F1;-POU2F2;-POU2F3;+STAT1::STAT2;+ZNF675,0.33132752923253583,0.023179975321699277,0.14240039999999998,0.04193140324099373,0.0,0.43580359102822486,0.20202020202020202,0.05963895526185645,0.0016225982725189495,0.031328088,0.00922490871301862,0.0,0.05665446683366923,0.010101010101010102
467,HAR_893,HARsv2_0842,shared,True,chr14,104093506,104093605,COA8,530547,definitive,nearest_tss,0.16767792062808728,99,2.722169369512276,8.375,5,1,,,,Schizophrenia,rs112973353,1e-08,22163,schizophrenia,Genome-wide association study of schizophrenia in Ashkenazi Jews.,26198764,False,,COA8,,0.0,False,4,0,99,0.04040404040404041,8,9,0,1,1,-PPARG,0.29944454155099337,0.08569566634082765,0.469453,0.018156800000000004,0.0,0.0,0.010101010101010102,0.0539000174791788,0.005998696643857936,0.10327966000000001,0.003994496000000001,0.0,0.0,0.0005050505050505052
468,HAR_2619,HARsv2_2493,shared,True,chr6,91461388,91461796,MAP3K7,874316,strong,nearest_tss,0.16721089010145973,408,3.174724869799586,8.894000053405762,4,1,,,,Educational attainment (years of education),rs9353834,1e-10,23748,self reported educational attainment,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,MAP3K7,12.0,0.5667738048596138,True,4,0,408,0.00980392156862745,176,176,1,1,2,+PPARA::RXRA;-ZNF274,0.3784624909011235,0.020793801391524352,0.09426300000000001,0.010016000000000004,0.0,0.5667738048596138,0.020202020202020204,0.06812324836220222,0.0014555660974067048,0.020737860000000004,0.002203520000000001,0.0,0.0736805946317498,0.0010101010101010103
469,HAR_2299,HARsv2_2185,new,False,chr4,181235165,181235729,LINC02500,29301,,nearest_tss,0.16586626388913306,564,3.2536256551543623,8.902999877929688,0,0,,,,Externalizing behaviour (multivariate analysis),rs11934532,3e-08,7208,"social inhibition quality, attention deficit-hyperactivity disorder, substance abuse",Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.,34446935,False,,LINC02500,,0.0,False,6,0,564,0.010638297872340425,156,152,8,4,12,-TFAP4;+Ascl2;+ASCL1;+CTCFL;+MEF2A;+MEF2C;+MYOD1;+NHLH2;+Nr1h3::Rxra;-Ptf1A;-THAP1;-ZBTB18,0.39223887469690355,0.022563486616334935,0.29120969999999996,0.1070776469088222,0.0,0.0,0.12121212121212122,0.07060299744544264,0.0015794440631434457,0.064066134,0.023557082319940883,0.0,0.0,0.0060606060606060615
470,HAR_2505,HARsv2_2381,new,False,chr5,166965186,166965387,LINC01947,38816,,nearest_tss,0.16448835739865703,201,3.2272743214491975,8.902999877929688,0,0,,,,Educational attainment (MTAG),rs42210,2e-11,16397,self reported educational attainment,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,LINC01947,,0.0,False,4,2,203,0.01990049751243781,103,119,4,20,24,-PAX4;-PHOX2A;-PROP1;-HOXB1;-ZNF418;-HOXA3;+ZNF558;-Dmrt1;-EN2;-ESX1;-GBX1;-HMBOX1;-Hmx2;+Hnf1A;-LBX1;-LHX9;+MEIS1;-MEOX1;-PHOX2B;-POU6F2;-PRRX2;+TCF7L2;-VSX1;-ZNF282,0.38763782940919594,0.04220831327234794,0.2883552,0.07363459115784221,0.0,0.0,0.24242424242424243,0.06977480929365527,0.0029545819290643562,0.063438144,0.016199610054725287,0.0,0.0,0.012121212121212123
471,HAR_1952,HARsv2_1853;ZOOHAR.98,new,False,chr3,76365380,76365827,ZNF717,579831,,nearest_tss,0.16403863332770566,447,2.9038781383066117,8.902999877929688,0,0,,,,Educational attainment,rs3913581,1e-08,24773,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,ZNF717,9.0,0.5243406091053656,False,8,0,447,0.017897091722595078,115,110,8,3,11,-Pou5f1::Sox2;+PLAG1;+ZNF547;+CEBPA;+ERF::SREBF2;+Isl1;+Mafb;+MAFF;+NRL;-OSR2;-ZNF582,0.33117159885103686,0.037959154218084726,0.1260507,0.0014527999999999963,0.0,0.5243406091053656,0.1111111111111111,0.059610887793186636,0.002657140795265931,0.027731153999999997,0.0003196159999999992,0.0,0.06816427918369754,0.005555555555555556
